,entity_id,event_type,event,time,pathway,run_number,timestamp,resource_id
62,4,resource_use_end,MINORS_treatment_ends,78.01615430309145,,,,1.0
63,4,arrival_departure,depart,78.01615430309145,,,,
64,5,arrival_departure,arrival,97.83342078236052,,,,
65,5,queue,triage_wait_begins,97.83342078236052,,,,
66,5,resource_use,triage_begins,97.83342078236052,,,,1.0
67,5,resource_use_end,triage_ends,98.05709970290911,,,,1.0
68,5,queue,MINORS_registration_wait_begins,98.05709970290911,,,,
69,5,resource_use,MINORS_registration_begins,98.05709970290911,,,,1.0
70,5,resource_use_end,MINORS_registration_ends,100.71155268758841,,,,1.0
71,5,queue,MINORS_examination_wait_begins,100.71155268758841,,,,
72,5,resource_use,MINORS_examination_begins,100.71155268758841,,,,3.0
73,5,resource_use_end,MINORS_examination_ends,116.57597048278475,,,,3.0
74,5,queue,MINORS_treatment_wait_begins,116.57597048278475,,,,
75,5,resource_use,MINORS_treatment_begins,116.57597048278475,,,,1.0
76,5,resource_use_end,MINORS_treatment_ends,129.71445506516466,,,,1.0
77,5,arrival_departure,depart,129.71445506516466,,,,
78,6,arrival_departure,arrival,167.34829795093117,,,,
79,6,queue,triage_wait_begins,167.34829795093117,,,,
80,6,resource_use,triage_begins,167.34829795093117,,,,1.0
81,6,resource_use_end,triage_ends,167.63780464051655,,,,1.0
82,6,queue,MINORS_registration_wait_begins,167.63780464051655,,,,
83,6,resource_use,MINORS_registration_begins,167.63780464051655,,,,1.0
84,7,arrival_departure,arrival,167.6982055866522,,,,
85,7,queue,triage_wait_begins,167.6982055866522,,,,
86,7,resource_use,triage_begins,167.6982055866522,,,,1.0
87,8,arrival_departure,arrival,168.28817930116108,,,,
88,8,queue,triage_wait_begins,168.28817930116108,,,,
89,9,arrival_departure,arrival,169.05429138015543,,,,
90,9,queue,triage_wait_begins,169.05429138015543,,,,
91,7,resource_use_end,triage_ends,169.1271485046881,,,,1.0
92,7,queue,TRAUMA_stabilisation_wait_begins,169.1271485046881,,,,
93,7,resource_use,TRAUMA_stabilisation_begins,169.1271485046881,,,,1.0
94,8,resource_use,triage_begins,169.1271485046881,,,,1.0
95,6,resource_use_end,MINORS_registration_ends,174.37685193139848,,,,1.0
96,6,queue,MINORS_examination_wait_begins,174.37685193139848,,,,
97,6,resource_use,MINORS_examination_begins,174.37685193139848,,,,1.0
98,8,resource_use_end,triage_ends,175.1184323380958,,,,1.0
99,8,queue,MINORS_registration_wait_begins,175.1184323380958,,,,
100,8,resource_use,MINORS_registration_begins,175.1184323380958,,,,1.0
101,9,resource_use,triage_begins,175.1184323380958,,,,1.0
102,10,arrival_departure,arrival,175.60338257969173,,,,
103,10,queue,triage_wait_begins,175.60338257969173,,,,
104,9,resource_use_end,triage_ends,177.76249830242892,,,,1.0
105,9,queue,MINORS_registration_wait_begins,177.76249830242892,,,,
106,10,resource_use,triage_begins,177.76249830242892,,,,1.0
107,8,resource_use_end,MINORS_registration_ends,178.4420835749137,,,,1.0
108,8,queue,MINORS_examination_wait_begins,178.4420835749137,,,,
109,8,resource_use,MINORS_examination_begins,178.4420835749137,,,,2.0
110,9,resource_use,MINORS_registration_begins,178.4420835749137,,,,1.0
111,10,resource_use_end,triage_ends,178.55265267190913,,,,1.0
112,10,queue,TRAUMA_stabilisation_wait_begins,178.55265267190913,,,,
113,10,resource_use,TRAUMA_stabilisation_begins,178.55265267190913,,,,2.0
114,9,resource_use_end,MINORS_registration_ends,182.1166465154206,,,,1.0
115,9,queue,MINORS_examination_wait_begins,182.1166465154206,,,,
116,9,resource_use,MINORS_examination_begins,182.1166465154206,,,,3.0
117,6,resource_use_end,MINORS_examination_ends,189.54357744006023,,,,1.0
118,6,queue,MINORS_treatment_wait_begins,189.54357744006023,,,,
119,6,resource_use,MINORS_treatment_begins,189.54357744006023,,,,1.0
120,8,resource_use_end,MINORS_examination_ends,194.34001695185367,,,,2.0
121,8,arrival_departure,depart,194.34001695185367,,,,
122,9,resource_use_end,MINORS_examination_ends,198.76843744831257,,,,3.0
123,9,arrival_departure,depart,198.76843744831257,,,,
124,11,arrival_departure,arrival,198.9335433555815,,,,
125,11,queue,triage_wait_begins,198.9335433555815,,,,
126,11,resource_use,triage_begins,198.9335433555815,,,,1.0
127,11,resource_use_end,triage_ends,199.3785065949862,,,,1.0
128,11,queue,MINORS_registration_wait_begins,199.3785065949862,,,,
129,11,resource_use,MINORS_registration_begins,199.3785065949862,,,,1.0
130,6,resource_use_end,MINORS_treatment_ends,201.5969608357759,,,,1.0
131,6,arrival_departure,depart,201.5969608357759,,,,
132,11,resource_use_end,MINORS_registration_ends,205.49034646806106,,,,1.0
133,11,queue,MINORS_examination_wait_begins,205.49034646806106,,,,
134,11,resource_use,MINORS_examination_begins,205.49034646806106,,,,1.0
135,12,arrival_departure,arrival,213.09478316713802,,,,
136,12,queue,triage_wait_begins,213.09478316713802,,,,
137,12,resource_use,triage_begins,213.09478316713802,,,,1.0
138,13,arrival_departure,arrival,213.43288293232914,,,,
139,13,queue,triage_wait_begins,213.43288293232914,,,,
140,14,arrival_departure,arrival,213.88357213936584,,,,
141,14,queue,triage_wait_begins,213.88357213936584,,,,
142,12,resource_use_end,triage_ends,214.00489912408483,,,,1.0
143,12,queue,MINORS_registration_wait_begins,214.00489912408483,,,,
144,12,resource_use,MINORS_registration_begins,214.00489912408483,,,,1.0
145,13,resource_use,triage_begins,214.00489912408483,,,,1.0
146,15,arrival_departure,arrival,216.6649332885951,,,,
147,15,queue,triage_wait_begins,216.6649332885951,,,,
148,11,resource_use_end,MINORS_examination_ends,221.95856267576332,,,,1.0
149,11,queue,MINORS_treatment_wait_begins,221.95856267576332,,,,
150,11,resource_use,MINORS_treatment_begins,221.95856267576332,,,,1.0
151,12,resource_use_end,MINORS_registration_ends,223.31208173082047,,,,1.0
152,12,queue,MINORS_examination_wait_begins,223.31208173082047,,,,
153,12,resource_use,MINORS_examination_begins,223.31208173082047,,,,2.0
154,16,arrival_departure,arrival,228.19727319609262,,,,
155,16,queue,triage_wait_begins,228.19727319609262,,,,
156,17,arrival_departure,arrival,228.52830892435054,,,,
157,17,queue,triage_wait_begins,228.52830892435054,,,,
158,13,resource_use_end,triage_ends,231.86786824828343,,,,1.0
159,13,queue,TRAUMA_stabilisation_wait_begins,231.86786824828343,,,,
160,14,resource_use,triage_begins,231.86786824828343,,,,1.0
161,14,resource_use_end,triage_ends,235.98942923201685,,,,1.0
162,14,queue,TRAUMA_stabilisation_wait_begins,235.98942923201685,,,,
163,15,resource_use,triage_begins,235.98942923201685,,,,1.0
164,11,resource_use_end,MINORS_treatment_ends,237.1614008475392,,,,1.0
165,11,arrival_departure,depart,237.1614008475392,,,,
166,18,arrival_departure,arrival,238.84348527435833,,,,
167,18,queue,triage_wait_begins,238.84348527435833,,,,
168,15,resource_use_end,triage_ends,241.3795701355173,,,,1.0
169,15,queue,MINORS_registration_wait_begins,241.3795701355173,,,,
170,15,resource_use,MINORS_registration_begins,241.3795701355173,,,,1.0
171,16,resource_use,triage_begins,241.3795701355173,,,,1.0
172,12,resource_use_end,MINORS_examination_ends,241.81517954209355,,,,2.0
173,12,queue,MINORS_treatment_wait_begins,241.81517954209355,,,,
174,12,resource_use,MINORS_treatment_begins,241.81517954209355,,,,1.0
175,19,arrival_departure,arrival,244.82621584579834,,,,
176,19,queue,triage_wait_begins,244.82621584579834,,,,
177,15,resource_use_end,MINORS_registration_ends,245.72979646420288,,,,1.0
178,15,queue,MINORS_examination_wait_begins,245.72979646420288,,,,
179,15,resource_use,MINORS_examination_begins,245.72979646420288,,,,3.0
180,16,resource_use_end,triage_ends,246.19591728141074,,,,1.0
181,16,queue,MINORS_registration_wait_begins,246.19591728141074,,,,
182,16,resource_use,MINORS_registration_begins,246.19591728141074,,,,1.0
183,17,resource_use,triage_begins,246.19591728141074,,,,1.0
184,17,resource_use_end,triage_ends,247.9225219027552,,,,1.0
185,17,queue,MINORS_registration_wait_begins,247.9225219027552,,,,
186,18,resource_use,triage_begins,247.9225219027552,,,,1.0
187,18,resource_use_end,triage_ends,249.02031392018748,,,,1.0
188,18,queue,MINORS_registration_wait_begins,249.02031392018748,,,,
189,19,resource_use,triage_begins,249.02031392018748,,,,1.0
190,20,arrival_departure,arrival,250.1406475352187,,,,
191,20,queue,triage_wait_begins,250.1406475352187,,,,
192,19,resource_use_end,triage_ends,250.34782247478134,,,,1.0
193,19,queue,MINORS_registration_wait_begins,250.34782247478134,,,,
194,20,resource_use,triage_begins,250.34782247478134,,,,1.0
195,20,resource_use_end,triage_ends,250.54818807291318,,,,1.0
196,20,queue,MINORS_registration_wait_begins,250.54818807291318,,,,
197,21,arrival_departure,arrival,250.68292214619032,,,,
198,21,queue,triage_wait_begins,250.68292214619032,,,,
199,21,resource_use,triage_begins,250.68292214619032,,,,1.0
200,16,resource_use_end,MINORS_registration_ends,250.8096839555007,,,,1.0
201,16,queue,MINORS_examination_wait_begins,250.8096839555007,,,,
202,16,resource_use,MINORS_examination_begins,250.8096839555007,,,,1.0
203,17,resource_use,MINORS_registration_begins,250.8096839555007,,,,1.0
204,21,resource_use_end,triage_ends,251.2609105690779,,,,1.0
205,21,queue,MINORS_registration_wait_begins,251.2609105690779,,,,
206,17,resource_use_end,MINORS_registration_ends,254.63168735141778,,,,1.0
207,17,queue,MINORS_examination_wait_begins,254.63168735141778,,,,
208,17,resource_use,MINORS_examination_begins,254.63168735141778,,,,2.0
209,18,resource_use,MINORS_registration_begins,254.63168735141778,,,,1.0
210,22,arrival_departure,arrival,255.3922342804503,,,,
211,22,queue,triage_wait_begins,255.3922342804503,,,,
212,22,resource_use,triage_begins,255.3922342804503,,,,1.0
213,23,arrival_departure,arrival,256.09090445715697,,,,
214,23,queue,triage_wait_begins,256.09090445715697,,,,
215,12,resource_use_end,MINORS_treatment_ends,256.4451320567903,,,,1.0
216,12,arrival_departure,depart,256.4451320567903,,,,
217,22,resource_use_end,triage_ends,256.81005998802243,,,,1.0
218,22,queue,MINORS_registration_wait_begins,256.81005998802243,,,,
219,23,resource_use,triage_begins,256.81005998802243,,,,1.0
220,23,resource_use_end,triage_ends,258.02957617744846,,,,1.0
221,23,queue,TRAUMA_stabilisation_wait_begins,258.02957617744846,,,,
222,18,resource_use_end,MINORS_registration_ends,259.43882958186015,,,,1.0
223,18,queue,MINORS_examination_wait_begins,259.43882958186015,,,,
224,19,resource_use,MINORS_registration_begins,259.43882958186015,,,,1.0
225,15,resource_use_end,MINORS_examination_ends,262.8594013292573,,,,3.0
226,15,queue,MINORS_treatment_wait_begins,262.8594013292573,,,,
227,15,resource_use,MINORS_treatment_begins,262.8594013292573,,,,1.0
228,18,resource_use,MINORS_examination_begins,262.8594013292573,,,,3.0
229,24,arrival_departure,arrival,263.93136169349947,,,,
230,24,queue,triage_wait_begins,263.93136169349947,,,,
231,24,resource_use,triage_begins,263.93136169349947,,,,1.0
232,24,resource_use_end,triage_ends,265.9716217190455,,,,1.0
233,24,queue,MINORS_registration_wait_begins,265.9716217190455,,,,
234,25,arrival_departure,arrival,266.3236608539035,,,,
235,25,queue,triage_wait_begins,266.3236608539035,,,,
236,25,resource_use,triage_begins,266.3236608539035,,,,1.0
237,19,resource_use_end,MINORS_registration_ends,266.88678266553796,,,,1.0
238,19,queue,MINORS_examination_wait_begins,266.88678266553796,,,,
239,20,resource_use,MINORS_registration_begins,266.88678266553796,,,,1.0
240,25,resource_use_end,triage_ends,268.42645537454683,,,,1.0
241,25,queue,MINORS_registration_wait_begins,268.42645537454683,,,,
242,16,resource_use_end,MINORS_examination_ends,270.20838411802714,,,,1.0
243,16,arrival_departure,depart,270.20838411802714,,,,
244,19,resource_use,MINORS_examination_begins,270.20838411802714,,,,1.0
245,17,resource_use_end,MINORS_examination_ends,271.13039456761936,,,,2.0
246,17,arrival_departure,depart,271.13039456761936,,,,
247,20,resource_use_end,MINORS_registration_ends,271.289628587796,,,,1.0
248,20,queue,MINORS_examination_wait_begins,271.289628587796,,,,
249,20,resource_use,MINORS_examination_begins,271.289628587796,,,,2.0
250,21,resource_use,MINORS_registration_begins,271.289628587796,,,,1.0
251,26,arrival_departure,arrival,271.73635931857723,,,,
252,26,queue,triage_wait_begins,271.73635931857723,,,,
253,26,resource_use,triage_begins,271.73635931857723,,,,1.0
254,27,arrival_departure,arrival,274.32712280109195,,,,
255,27,queue,triage_wait_begins,274.32712280109195,,,,
256,15,resource_use_end,MINORS_treatment_ends,276.15501268020387,,,,1.0
257,15,arrival_departure,depart,276.15501268020387,,,,
258,21,resource_use_end,MINORS_registration_ends,276.75686742182177,,,,1.0
259,21,queue,MINORS_examination_wait_begins,276.75686742182177,,,,
260,22,resource_use,MINORS_registration_begins,276.75686742182177,,,,1.0
261,18,resource_use_end,MINORS_examination_ends,277.9220034910644,,,,3.0
262,18,queue,MINORS_treatment_wait_begins,277.9220034910644,,,,
263,18,resource_use,MINORS_treatment_begins,277.9220034910644,,,,1.0
264,21,resource_use,MINORS_examination_begins,277.9220034910644,,,,3.0
265,26,resource_use_end,triage_ends,279.10604132426676,,,,1.0
266,26,queue,MINORS_registration_wait_begins,279.10604132426676,,,,
267,27,resource_use,triage_begins,279.10604132426676,,,,1.0
268,28,arrival_departure,arrival,280.0474458516954,,,,
269,28,queue,triage_wait_begins,280.0474458516954,,,,
270,22,resource_use_end,MINORS_registration_ends,281.6177346741397,,,,1.0
271,22,queue,MINORS_examination_wait_begins,281.6177346741397,,,,
272,24,resource_use,MINORS_registration_begins,281.6177346741397,,,,1.0
273,7,resource_use_end,TRAUMA_stabilisation_ends,282.44341022627884,,,,1.0
274,7,queue,TRAUMA_treatment_wait_begins,282.44341022627884,,,,
275,7,resource_use,TRAUMA_treatment_begins,282.44341022627884,,,,1.0
276,13,resource_use,TRAUMA_stabilisation_begins,282.44341022627884,,,,1.0
277,19,resource_use_end,MINORS_examination_ends,286.0686665825149,,,,1.0
278,19,arrival_departure,depart,286.0686665825149,,,,
279,22,resource_use,MINORS_examination_begins,286.0686665825149,,,,1.0
280,29,arrival_departure,arrival,287.1256731961959,,,,
281,29,queue,triage_wait_begins,287.1256731961959,,,,
282,24,resource_use_end,MINORS_registration_ends,287.78174312827855,,,,1.0
283,24,queue,MINORS_examination_wait_begins,287.78174312827855,,,,
284,25,resource_use,MINORS_registration_begins,287.78174312827855,,,,1.0
285,27,resource_use_end,triage_ends,288.4440755705766,,,,1.0
286,27,queue,MINORS_registration_wait_begins,288.4440755705766,,,,
287,28,resource_use,triage_begins,288.4440755705766,,,,1.0
288,20,resource_use_end,MINORS_examination_ends,289.94849685129407,,,,2.0
289,20,arrival_departure,depart,289.94849685129407,,,,
290,24,resource_use,MINORS_examination_begins,289.94849685129407,,,,2.0
291,28,resource_use_end,triage_ends,290.53822905364996,,,,1.0
292,28,queue,MINORS_registration_wait_begins,290.53822905364996,,,,
293,29,resource_use,triage_begins,290.53822905364996,,,,1.0
294,18,resource_use_end,MINORS_treatment_ends,291.10118936705555,,,,1.0
295,18,arrival_departure,depart,291.10118936705555,,,,
296,30,arrival_departure,arrival,291.4944014143245,,,,
297,30,queue,triage_wait_begins,291.4944014143245,,,,
298,25,resource_use_end,MINORS_registration_ends,292.07317430758394,,,,1.0
299,25,queue,MINORS_examination_wait_begins,292.07317430758394,,,,
300,26,resource_use,MINORS_registration_begins,292.07317430758394,,,,1.0
301,29,resource_use_end,triage_ends,294.064504839476,,,,1.0
302,29,queue,MINORS_registration_wait_begins,294.064504839476,,,,
303,30,resource_use,triage_begins,294.064504839476,,,,1.0
304,26,resource_use_end,MINORS_registration_ends,295.5671734257002,,,,1.0
305,26,queue,MINORS_examination_wait_begins,295.5671734257002,,,,
306,27,resource_use,MINORS_registration_begins,295.5671734257002,,,,1.0
307,31,arrival_departure,arrival,295.74256542772497,,,,
308,31,queue,triage_wait_begins,295.74256542772497,,,,
309,21,resource_use_end,MINORS_examination_ends,297.6384709010225,,,,3.0
310,21,queue,MINORS_treatment_wait_begins,297.6384709010225,,,,
311,21,resource_use,MINORS_treatment_begins,297.6384709010225,,,,1.0
312,25,resource_use,MINORS_examination_begins,297.6384709010225,,,,3.0
313,32,arrival_departure,arrival,297.809519955311,,,,
314,32,queue,triage_wait_begins,297.809519955311,,,,
315,30,resource_use_end,triage_ends,299.1085390649057,,,,1.0
316,30,queue,MINORS_registration_wait_begins,299.1085390649057,,,,
317,31,resource_use,triage_begins,299.1085390649057,,,,1.0
318,31,resource_use_end,triage_ends,299.40499298599843,,,,1.0
319,31,queue,MINORS_registration_wait_begins,299.40499298599843,,,,
320,32,resource_use,triage_begins,299.40499298599843,,,,1.0
321,32,resource_use_end,triage_ends,299.9358691057575,,,,1.0
322,32,queue,MINORS_registration_wait_begins,299.9358691057575,,,,
323,27,resource_use_end,MINORS_registration_ends,300.7120543640367,,,,1.0
324,27,queue,MINORS_examination_wait_begins,300.7120543640367,,,,
325,28,resource_use,MINORS_registration_begins,300.7120543640367,,,,1.0
326,22,resource_use_end,MINORS_examination_ends,302.0514603143333,,,,1.0
327,22,queue,MINORS_treatment_wait_begins,302.0514603143333,,,,
328,26,resource_use,MINORS_examination_begins,302.0514603143333,,,,1.0
329,24,resource_use_end,MINORS_examination_ends,303.75759415547265,,,,2.0
330,24,queue,MINORS_treatment_wait_begins,303.75759415547265,,,,
331,27,resource_use,MINORS_examination_begins,303.75759415547265,,,,2.0
332,28,resource_use_end,MINORS_registration_ends,305.8491026386273,,,,1.0
333,28,queue,MINORS_examination_wait_begins,305.8491026386273,,,,
334,29,resource_use,MINORS_registration_begins,305.8491026386273,,,,1.0
335,33,arrival_departure,arrival,307.40374747769056,,,,
336,33,queue,triage_wait_begins,307.40374747769056,,,,
337,33,resource_use,triage_begins,307.40374747769056,,,,1.0
338,34,arrival_departure,arrival,310.05314541618554,,,,
339,34,queue,triage_wait_begins,310.05314541618554,,,,
340,29,resource_use_end,MINORS_registration_ends,310.1689044587133,,,,1.0
341,29,queue,MINORS_examination_wait_begins,310.1689044587133,,,,
342,30,resource_use,MINORS_registration_begins,310.1689044587133,,,,1.0
343,33,resource_use_end,triage_ends,310.36362953467335,,,,1.0
344,33,queue,MINORS_registration_wait_begins,310.36362953467335,,,,
345,34,resource_use,triage_begins,310.36362953467335,,,,1.0
346,34,resource_use_end,triage_ends,311.5450714260397,,,,1.0
347,34,queue,MINORS_registration_wait_begins,311.5450714260397,,,,
348,21,resource_use_end,MINORS_treatment_ends,311.8951884811146,,,,1.0
349,21,arrival_departure,depart,311.8951884811146,,,,
350,22,resource_use,MINORS_treatment_begins,311.8951884811146,,,,1.0
351,7,resource_use_end,TRAUMA_treatment_ends,312.77583455658464,,,,1.0
352,7,arrival_departure,depart,312.77583455658464,,,,
353,30,resource_use_end,MINORS_registration_ends,313.98067764320103,,,,1.0
354,30,queue,MINORS_examination_wait_begins,313.98067764320103,,,,
355,31,resource_use,MINORS_registration_begins,313.98067764320103,,,,1.0
356,25,resource_use_end,MINORS_examination_ends,314.06436527793016,,,,3.0
357,25,queue,MINORS_treatment_wait_begins,314.06436527793016,,,,
358,28,resource_use,MINORS_examination_begins,314.06436527793016,,,,3.0
359,26,resource_use_end,MINORS_examination_ends,317.612377372619,,,,1.0
360,26,queue,MINORS_treatment_wait_begins,317.612377372619,,,,
361,29,resource_use,MINORS_examination_begins,317.612377372619,,,,1.0
362,31,resource_use_end,MINORS_registration_ends,317.9394363617516,,,,1.0
363,31,queue,MINORS_examination_wait_begins,317.9394363617516,,,,
364,32,resource_use,MINORS_registration_begins,317.9394363617516,,,,1.0
365,35,arrival_departure,arrival,318.24510959847083,,,,
366,35,queue,triage_wait_begins,318.24510959847083,,,,
367,35,resource_use,triage_begins,318.24510959847083,,,,1.0
368,36,arrival_departure,arrival,320.17387102190077,,,,
369,36,queue,triage_wait_begins,320.17387102190077,,,,
370,37,arrival_departure,arrival,320.2262470762266,,,,
371,37,queue,triage_wait_begins,320.2262470762266,,,,
372,32,resource_use_end,MINORS_registration_ends,321.86508633168626,,,,1.0
373,32,queue,MINORS_examination_wait_begins,321.86508633168626,,,,
374,33,resource_use,MINORS_registration_begins,321.86508633168626,,,,1.0
375,35,resource_use_end,triage_ends,322.9336483201062,,,,1.0
376,35,queue,MINORS_registration_wait_begins,322.9336483201062,,,,
377,36,resource_use,triage_begins,322.9336483201062,,,,1.0
378,38,arrival_departure,arrival,323.12738128408085,,,,
379,38,queue,triage_wait_begins,323.12738128408085,,,,
380,27,resource_use_end,MINORS_examination_ends,323.18944409256846,,,,2.0
381,27,arrival_departure,depart,323.18944409256846,,,,
382,30,resource_use,MINORS_examination_begins,323.18944409256846,,,,2.0
383,39,arrival_departure,arrival,323.4472270112408,,,,
384,39,queue,triage_wait_begins,323.4472270112408,,,,
385,40,arrival_departure,arrival,323.79019361547995,,,,
386,40,queue,triage_wait_begins,323.79019361547995,,,,
387,22,resource_use_end,MINORS_treatment_ends,325.07313735536974,,,,1.0
388,22,arrival_departure,depart,325.07313735536974,,,,
389,24,resource_use,MINORS_treatment_begins,325.07313735536974,,,,1.0
390,41,arrival_departure,arrival,326.2126569942583,,,,
391,41,queue,triage_wait_begins,326.2126569942583,,,,
392,33,resource_use_end,MINORS_registration_ends,327.31835776311783,,,,1.0
393,33,queue,MINORS_examination_wait_begins,327.31835776311783,,,,
394,34,resource_use,MINORS_registration_begins,327.31835776311783,,,,1.0
395,28,resource_use_end,MINORS_examination_ends,328.69130250496914,,,,3.0
396,28,queue,MINORS_treatment_wait_begins,328.69130250496914,,,,
397,31,resource_use,MINORS_examination_begins,328.69130250496914,,,,3.0
398,34,resource_use_end,MINORS_registration_ends,329.60862012326345,,,,1.0
399,34,queue,MINORS_examination_wait_begins,329.60862012326345,,,,
400,35,resource_use,MINORS_registration_begins,329.60862012326345,,,,1.0
401,42,arrival_departure,arrival,330.18133736432907,,,,
402,42,queue,triage_wait_begins,330.18133736432907,,,,
403,43,arrival_departure,arrival,330.4902471226114,,,,
404,43,queue,triage_wait_begins,330.4902471226114,,,,
405,44,arrival_departure,arrival,331.3861794326913,,,,
406,44,queue,triage_wait_begins,331.3861794326913,,,,
407,45,arrival_departure,arrival,332.0723014085886,,,,
408,45,queue,triage_wait_begins,332.0723014085886,,,,
409,29,resource_use_end,MINORS_examination_ends,332.41664577704944,,,,1.0
410,29,queue,MINORS_treatment_wait_begins,332.41664577704944,,,,
411,32,resource_use,MINORS_examination_begins,332.41664577704944,,,,1.0
412,35,resource_use_end,MINORS_registration_ends,334.8282134137072,,,,1.0
413,35,queue,MINORS_examination_wait_begins,334.8282134137072,,,,
414,46,arrival_departure,arrival,335.09994749594074,,,,
415,46,queue,triage_wait_begins,335.09994749594074,,,,
416,24,resource_use_end,MINORS_treatment_ends,335.95313084277177,,,,1.0
417,24,arrival_departure,depart,335.95313084277177,,,,
418,25,resource_use,MINORS_treatment_begins,335.95313084277177,,,,1.0
419,36,resource_use_end,triage_ends,336.32452829122803,,,,1.0
420,36,queue,MINORS_registration_wait_begins,336.32452829122803,,,,
421,36,resource_use,MINORS_registration_begins,336.32452829122803,,,,1.0
422,37,resource_use,triage_begins,336.32452829122803,,,,1.0
423,47,arrival_departure,arrival,337.28300465069657,,,,
424,47,queue,triage_wait_begins,337.28300465069657,,,,
425,48,arrival_departure,arrival,337.9313552200828,,,,
426,48,queue,triage_wait_begins,337.9313552200828,,,,
427,36,resource_use_end,MINORS_registration_ends,340.30866779006726,,,,1.0
428,36,queue,MINORS_examination_wait_begins,340.30866779006726,,,,
429,37,resource_use_end,triage_ends,341.1445526424346,,,,1.0
430,37,queue,MINORS_registration_wait_begins,341.1445526424346,,,,
